publishedsince_days,brand,model,Price,year,KMs,Engine,Gear,Color,warranty_months,type of ad,rechargeable,battery_capacity_km,engine_power_kW,battery_volts_V,battery_intensity_A
5,DS,      3,18280,2018,56349,Petrol,automatic,blancbanquise-pav,12,Professional,,,,,
32,PEUGEOT,     2008,18250,2019,84272,Petrol,automatic,blanc,12,Professional,,,,,
30,CITROEN,     C3 AIRCROSS,18240,2020,36905,Petrol,mechanic,naturalwhite,12,Professional,,,,,
4,CITROEN,     C3 (3E GENERATION),18240,2020,18664,Petrol,mechanic,blancbanquise-rougeaden,12,Professional,,,,,
16,VOLKSWAGEN,     GOLF 7,18230,2019,87120,Petrol,automatic,grismetal,0,Professional,,,85.0,,
54,RENAULT,     CAPTUR,18230,2021,11420,Petrol,mechanic,grismetal,12,Professional,,,66.0,,
39,AUDI,     TT 2 ROADSTER,18200,2012,129209,Petrol,mechanic,noir,6,Professional,,,,,
30,VOLKSWAGEN,     GOLF 7,18170,2016,81740,Petrol,mechanic,noir,6,Professional,,,,,
60,BMW,     SERIE 3 F31 TOURING,18170,2017,107000,Diesel,mechanic,bleumetal,3,Professional,,,110.0,,
15,MINI,      3 3P,18170,2015,17120,Petrol,automatic,bleu,3,Professional,,,,,
10,RENAULT,     CLIO 5,18130,2021,29118,Diesel,mechanic,bleu,0,Professional,,,,,
59,PEUGEOT,     308 (2E GENERATION),18130,2020,89494,Petrol,mechanic,noirmetal,6,Professional,,,96.0,,
6,FIAT,     500 X,18130,2020,101794,Diesel,mechanic,bleumetal,12,Professional,,,,,
25,DACIA,     DUSTER 2,18130,2020,61032,Diesel,mechanic,grisfoncã©metal,12,Professional,,,85.0,,
31,HYUNDAI,     I30 (3E GENERATION),18130,2020,60346,Diesel,automatic,bleumarinemetal,0,Professional,,,85.0,,
20,PEUGEOT,     208 (2E GENERATION),18120,2021,24285,Petrol,mechanic,blanc,12,Professional,,,,,
60,RENAULT,     CLIO 4,18120,2018,38760,Petrol,automatic,beigeopaque(vernisansreflet),12,Professional,,,88.0,,
13,FIAT,     TIPO 2,18100,2018,39379,Diesel,mechanic,bleu,12,Professional,,,,,
17,MERCEDES,     CLASSE C 2 AMG,18080,2005,220898,Petrol,automatic,grisc,6,Professional,,,,,
4,VOLKSWAGEN,     PASSAT 8 SW,18080,2017,117668,Diesel,automatic,bleu,12,Professional,,,,,
49,CITROEN,     JUMPER 2,18070,2018,132128,Diesel,mechanic,blancverni,3,Professional,,,81.0,,
6,SEAT,     IBIZA 5,18060,2022,10040,Petrol,mechanic,blanc,24,Professional,,,,,
5,KIA,     SPORTAGE 4,18060,2017,86044,Diesel,mechanic,noir,12,Professional,,,,,
60,AUDI,     A5 SPORTBACK,18060,2014,176958,Diesel,automatic,gris,3,Professional,,,,,
3,CITROEN,     C4 CACTUS,18040,2020,83039,Petrol,automatic,bleu,12,Professional,,,,,
60,AUDI,     A1,18010,2017,91213,Diesel,mechanic,gris,3,Professional,,,,,
32,RENAULT,     KADJAR,18000,2018,65572,Petrol,automatic,blancmetal,12,Professional,,,96.0,,
24,RENAULT,     MEGANE 4 ESTATE,18000,2020,65402,Petrol,automatic,noiretoile,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION),18000,2019,55970,Diesel,automatic,noir,12,Professional,,,,,
11,PORSCHE,     911 TYPE 992,179080,2020,10640,Petrol,automatic,bleumetal,12,Professional,,,331.0,,
23,PORSCHE,     TAYCAN,175130,2022,20024,Electric,automatic,grisopaque(vernisansreflet),18,Professional,yes,452.0,500.0,800.0,
60,DODGE,     RAM,174870,2022,25,Petrol,automatic,bleuverni,24,Professional,,,295.0,,
60,PORSCHE,     911 TYPE 991 CABRIOLET TURBO,174620,2016,53663,Petrol,automatic,noirmetal,6,Professional,,,412.0,,
5,BMW,     SERIE 4 F82 M4,173880,2018,7714,Petrol,automatic,blancverni,6,Professional,,,368.0,,
60,PORSCHE,     911 TYPE 992,171610,2020,20034,Petrol,automatic,craie,12,Professional,,,331.0,,
60,PORSCHE,     911,171000,2020,7748,Petrol,automatic,jaune,6,Professional,,,331.0,,
60,FERRARI,     CALIFORNIA T,170880,2015,20292,Petrol,automatic,noir,24,Professional,,,,,
60,PORSCHE,     911,170170,2020,16420,Petrol,automatic,blanc,6,Professional,,,331.0,,
10,CITROEN,     C3 AIRCROSS,17980,2020,97200,Diesel,automatic,blancbanquise,12,Professional,,,,,
60,PEUGEOT,     2008,17970,2019,51335,Petrol,mechanic,grisartense,12,Professional,,,,,
6,VOLKSWAGEN,     GOLF SPORTSVAN,17970,2018,90191,Diesel,mechanic,blancnacre,6,Professional,,,85.0,,
60,CITROEN,     C3 (3E GENERATION),17960,2019,31450,Petrol,mechanic,blanctoitsable,12,Professional,,,,,
60,SEAT,     IBIZA 5,17960,2020,13237,Petrol,automatic,.,12,Professional,,,,,
60,MERCEDES,     CLASSE B 2,17960,2018,90480,Diesel,mechanic,noir,3,Professional,,,,,
37,CITROEN,     C3 AIRCROSS,17960,2019,37005,Petrol,mechanic,themebleu,12,Professional,,,,,
60,MINI,      3 3P,17960,2019,75101,Petrol,mechanic,noir,0,Professional,,,,,
19,SMART,     FORTWO 3,17910,2017,25809,Petrol,mechanic,gris,12,Professional,,,,,
31,FIAT,     500 (2E GENERATION),17880,2022,6,Petrol,mechanic,blanc,0,Professional,,,,,
23,BMW,     X1 E84,17860,2015,94939,Diesel,mechanic,bleumetal,6,Professional,,,135.0,,
17,CITROEN,     C3 AIRCROSS,17830,2020,71794,Diesel,mechanic,blanc,6,Professional,,,,,
20,FORD,     KUGA 2,17830,2017,80948,Diesel,mechanic,noirmetal,12,Professional,,,110.0,,
38,NISSAN,     QASHQAI 2,17820,2015,113283,Petrol,automatic,gris,6,Professional,,,,,
17,CITROEN,     C4 CACTUS,17820,2020,43133,Diesel,mechanic,blanc,6,Professional,,,,,
60,CITROEN,     C3 AIRCROSS,17820,2019,56721,Petrol,mechanic,naturalwhite,12,Professional,,,,,
11,OPEL,     CORSA 6,17810,2021,53820,Diesel,mechanic,gris,12,Professional,,,,,
33,VOLKSWAGEN,     GOLF 7 SW,17810,2019,74173,Diesel,automatic,rouge,12,Professional,,,,,
57,PEUGEOT,     208,17810,2020,15211,Petrol,mechanic,grisartense,12,Professional,,,,,
36,PEUGEOT,     2008,17800,2020,7065,Petrol,mechanic,blanc,6,Professional,,,,,
23,CITROEN,     C4 CACTUS,17790,2020,27951,Petrol,automatic,noir,12,Professional,,,,,
16,RENAULT,     TRAFIC 3,17780,2019,146135,Diesel,mechanic,blanc,6,Professional,,,,,
60,SKODA,     FABIA 3 COMBI,17750,2022,15691,Petrol,mechanic,bleu,24,Professional,,,,,
60,SKODA,     KAMIQ,17740,2021,18759,Petrol,mechanic,rouge,2,Professional,,,,,
23,PEUGEOT,     308 (2E GENERATION),17730,2019,139881,Diesel,automatic,gris,12,Professional,,,,,
13,CITROEN,     C4 CACTUS,17730,2020,94605,Diesel,automatic,blancnacre,12,Professional,,,88.0,,
33,RENAULT,     ESPACE 5,17730,2016,133492,Diesel,automatic,gris,12,Professional,,,,,
16,PEUGEOT,     2008,17730,2019,54674,Diesel,mechanic,noir,6,Professional,,,,,
8,BMW,     SERIE 3 F31 TOURING,17720,2015,115218,Petrol,mechanic,bleumarinemetal,12,Professional,,,100.0,,
23,BMW,     SERIE 3 E93 CABRIOLET,17700,2008,138324,Petrol,automatic,noir,6,Professional,,,,,
43,RENAULT,     MEGANE 4,17700,2017,34196,Diesel,mechanic,noir,0,Professional,,,,,
60,OPEL,     ASTRA 5,17670,2019,35644,Petrol,0,gris,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,17670,2019,103700,Diesel,mechanic,blanc,0,Professional,,,,,
20,FIAT,     500 X,17650,2019,33126,Diesel,mechanic,bleuveneziamã©tallisã©,12,Professional,,,,,
34,RENAULT,     CAPTUR 2,17640,2021,30495,Petrol,mechanic,gris,12,Professional,,,,,
4,PEUGEOT,     2008,17640,2018,69021,Petrol,mechanic,grisplatinium,0,Professional,,,,,
54,RENAULT,     KANGOO 2 EXPRESS,17620,2019,5435,Diesel,mechanic,blanc,12,Professional,,,,,
21,TOYOTA,     AURIS 2,17620,2017,122573,Petrol-electric hybrid,automatic,bleu,12,Professional,no,2.0,,202.0,
60,OPEL,     ASTRA 5 SPORTS TOURER,17580,2019,29224,Petrol,0,bleu,12,Professional,,,,,
8,HYUNDAI,     TUCSON 3,17580,2019,117920,Diesel,automatic,polarwhite,12,Professional,,,,,
46,CITROEN,     BERLINGO 3,17580,2020,97539,Diesel,mechanic,blanc,12,Professional,,,,,
60,OPEL,     ASTRA 5 SPORTS TOURER,17580,2019,31634,Petrol,mechanic,bleu,0,Professional,,,,,
21,ALFA,     ROMEO GIULIETTA 3,17530,2018,48330,Petrol,mechanic,rougecompetizione,12,Professional,,,,,
60,RENAULT,     GRAND SCENIC 4,17530,2018,111338,Diesel,mechanic,bleu,6,Professional,,,,,
6,PEUGEOT,     308 CC,17510,2013,89388,Petrol,automatic,grismetal,12,Professional,,,115.0,,
5,CITROEN,     BERLINGO 2,17500,2019,45554,Diesel,mechanic,blanc,6,Professional,,,,,
16,RENAULT,     MEGANE 4 ESTATE,17500,2018,51866,Petrol,automatic,gris,12,Professional,,,,,
60,DS,      3,17500,2018,41020,Diesel,mechanic,blanc,12,Professional,,,,,
17,RENAULT,     KANGOO 2,17500,2019,58081,Diesel,mechanic,blanc,6,Professional,,,,,
6,BMW,     SERIE 1 F20 5 PORTES,17500,2015,135641,Diesel,automatic,noirmetal,12,Professional,,,135.0,,
33,DS,      4,17480,2016,141250,Petrol,mechanic,blanc,12,Professional,,,,,
60,RENAULT,     KADJAR,17480,2017,165980,Diesel,mechanic,grisc,6,Professional,,,,,
16,RENAULT,     CAPTUR,17480,2018,37080,Diesel,mechanic,gris,6,Professional,,,,,
31,RENAULT,     KADJAR,17470,2019,43517,Petrol,automatic,blanc,12,Professional,,,,,
33,FIAT,     500 X,17450,2017,70624,Petrol,mechanic,gris,12,Professional,,,,,
24,CITROEN,     BERLINGO 3 MULTISPACE,17430,2020,95355,Diesel,mechanic,blancverni,6,Professional,,,75.0,,
8,RENAULT,     CLIO 5,17420,2020,34291,Petrol,mechanic,blanc,6,Professional,,,,,
3,TOYOTA,     YARIS 3,17420,2019,29699,Petrol-electric hybrid,automatic,blanc,12,Professional,no,,,250.0,6.5
60,DACIA,     DUSTER 2,17410,2021,22885,Petrol,mechanic,orange,23,Professional,,,,,
20,CITROEN,     GRAND C4 PICASSO 2,17410,2017,105098,Diesel,automatic,grisshark(n),8,Professional,,,,,
60,SUZUKI,     IGNIS 3,17380,2021,1940,Petrol,mechanic,gris,0,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),17380,2022,6924,Petrol,mechanic,blancbanquise(o),12,Professional,,,,,
58,HYUNDAI,     I30 (3E GENERATION) SW,17360,2020,127946,Diesel,mechanic,blanc,0,Professional,,,,,
11,FORD,     FOCUS 4,17340,2019,101060,Petrol,mechanic,noir,12,Professional,,,,,
60,OPEL,     ASTRA 5 SPORTS TOURER,17330,2019,35963,Diesel,automatic,gris,0,Professional,,,,,
60,DS,      4 CROSSBACK,17310,2019,56738,Petrol,mechanic,blanc,12,Professional,,,96.0,,
60,CITROEN,     C4 CACTUS,17260,2021,14686,Petrol,mechanic,noirobsidien(n),12,Professional,,,,,
60,VOLKSWAGEN,     POLO 5,17260,2018,7812,Diesel,mechanic,gris,12,Professional,,,,,
33,FIAT,     500 (2E GENERATION),17260,2021,12,Petrol,mechanic,noircrossover,0,Professional,,,,,
25,AUDI,     A4 (4E GENERATION),17240,2011,150444,Petrol,automatic,grisfoncã©metal,12,Professional,,,195.0,,
60,OPEL,     COMBO CARGO 3,17240,2019,52569,Diesel,mechanic,blanc,12,Professional,,,,,
9,NISSAN,     JUKE,17240,2019,81396,Diesel,mechanic,rouge,12,Professional,,,,,
12,RENAULT,     KANGOO 2 EXPRESS,17200,2018,81644,Diesel,mechanic,blanc,6,Professional,,,,,
60,RENAULT,     CAPTUR,17190,2019,46394,Petrol,mechanic,bleu,6,Professional,,,,,
60,FIAT,     DUCATO 3,17170,2016,98280,Diesel,mechanic,blancverni,6,Professional,,,96.0,,
17,NISSAN,     MICRA 5,17160,2020,15672,Petrol,mechanic,gris,12,Professional,,,,,
6,TOYOTA,     AURIS 2,17100,2019,31011,Petrol,mechanic,blancnacre,6,Professional,,,85.0,,
60,CITROEN,     C3 (3E GENERATION),17100,2021,9860,Petrol,mechanic,grisplatinium(mã©tallisã©),12,Professional,,,,,
3,FORD,     MONDEO 4,17090,2016,90266,Petrol,mechanic,bordeauxmetal,12,Professional,,,118.0,,
60,RENAULT,     SCENIC 4,17080,2018,80550,Diesel,mechanic,gris,12,Professional,,,,,
5,CITROEN,     BERLINGO 3,17080,2020,43320,Diesel,mechanic,blanc,6,Professional,,,,,
58,CITROEN,     C3 (3E GENERATION),17060,2021,23236,Petrol,mechanic,blancbanquise,12,Professional,,,,,
60,VOLKSWAGEN,     GOLF 6 CABRIOLET,17060,2013,169829,Diesel,automatic,noir,12,Professional,,,,,
30,SEAT,     LEON 3,17040,2017,60988,Diesel,mechanic,noir,0,Professional,,,,,
8,PORSCHE,     911 TYPE 991 TARGA,169860,2017,57750,Petrol,automatic,noir,6,Professional,,,,,
24,PORSCHE,     911 TYPE 992,169600,2020,12720,Petrol,automatic,rougemetal,8,Professional,,,331.0,,
23,PORSCHE,     911 TYPE 991 CABRIOLET,169380,2018,52303,Petrol,automatic,bleuclairmetal,6,Professional,,,331.0,,
60,PORSCHE,     911 TYPE 992,169240,2020,27724,Petrol,automatic,noirmetal,12,Professional,,,331.0,,
49,PORSCHE,     911 TYPE 991 TURBO,167880,2015,51480,Petrol,automatic,anthracitebrunmã©tallisã©,12,Professional,,,412.0,,
40,PORSCHE,     911 TYPE 992,167880,2020,9523,Petrol,automatic,rougeverni,12,Professional,,,331.0,,
60,PORSCHE,     CAYENNE 3 COUPE,162900,2022,1140,Petrol-electric hybrid,automatic,noirmetal,24,Professional,yes,36.0,,,
30,PORSCHE,     CAYENNE 3 COUPE,160080,2022,22040,Petrol-electric hybrid,automatic,clairmetal,16,Professional,yes,36.0,340.0,382.0,
12,KIA,     RIO 4,16980,2022,11,Petrol,mechanic,blanc,0,Professional,,,,,
12,DACIA,     DUSTER,16950,2019,57050,Petrol,mechanic,marron,12,Professional,,,,,
50,PEUGEOT,     2008,16940,2019,33940,Petrol,mechanic,noir,3,Professional,,,,,
4,CITROEN,     C3 (3E GENERATION),16880,2020,42828,Petrol,mechanic,sable,0,Professional,,,,,
6,RENAULT,     MEGANE 4,16870,2018,118741,Diesel,mechanic,bleu,6,Professional,,,,,
10,CITROEN,     C3 (3E GENERATION),16860,2021,24338,Petrol,mechanic,bleuspatial,12,Professional,,,,,
32,MAZDA,     MX5 (3E GENERATION),16860,2009,98760,Petrol,mechanic,bleuice,6,Professional,,,118.0,,
8,BMW,     SERIE 7 E65,16860,2008,242500,Diesel,automatic,gris,6,Professional,,,,,
7,HYUNDAI,     TUCSON 3,16830,2017,111096,Diesel,mechanic,noir,12,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),16810,2020,42938,Petrol,mechanic,blanctoitnoir,12,Professional,,,,,
60,OPEL,     ASTRA 5,16800,2019,64050,Diesel,automatic,gris,0,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),16780,2020,14218,Petrol,mechanic,grisfoncã©,12,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),16780,2020,49243,Petrol,mechanic,platinium/noir,12,Professional,,,,,
4,CITROEN,     BERLINGO 3 MULTISPACE,16780,2020,145795,Diesel,mechanic,blanc,8,Professional,,,,,
18,CITROEN,     C4 CACTUS,16780,2021,21040,Petrol,mechanic,grisacier,12,Professional,,,,,
50,RENAULT,     MEGANE 3 ESTATE,16780,2017,40950,Diesel,mechanic,blanc,6,Professional,,,,,
60,AUDI,     A3 (3E GENERATION),16780,2015,144000,Diesel,mechanic,grisanthracitemetal,3,Professional,,,81.0,,
60,OPEL,     ASTRA 5,16740,2019,31335,Petrol,mechanic,inconnu,1,Professional,,,,,
10,CITROEN,     C3 (3E GENERATION),16720,2020,14269,Petrol,mechanic,rouge,12,Professional,,,,,
60,SEAT,     IBIZA 5,16720,2020,22397,Petrol,mechanic,blanc,12,Professional,,,,,
60,VOLKSWAGEN,     TOURAN 2,16720,2012,89689,Diesel,mechanic,grisclair,12,Professional,,,,,
44,CITROEN,     C3 (3E GENERATION),16710,2022,5601,Petrol,mechanic,gris,12,Professional,,,,,
10,RENAULT,     MEGANE 4,16700,2020,29194,Diesel,mechanic,blanc,12,Professional,,,,,
11,VOLKSWAGEN,     GOLF 7,16680,2017,117600,Diesel,mechanic,noir,12,Professional,,,,,
60,RENAULT,     MEGANE 4,16660,2019,56728,Diesel,automatic,bleu,12,Professional,,,,,
6,PEUGEOT,     308 (2E GENERATION) SW,16660,2019,146581,Diesel,automatic,gris,12,Professional,,,,,
15,VOLKSWAGEN,     POLO 6,16650,2019,33350,Petrol,mechanic,blanc,0,Professional,,,,,
2,CITROEN,     C3 ENTREPRISE (3E GENERATION),16640,2020,54169,Diesel,mechanic,noirperlanera(nac,12,Professional,,,,,
60,KIA,     CEED 3,16630,2019,61863,Diesel,mechanic,grisfoncã©,0,Professional,,,,,
60,AUDI,     A3 (3E GENERATION) SPORTBACK,16620,2018,126429,Diesel,mechanic,noir,0,Professional,,,,,
37,MINI,      3 3P,16590,2016,166050,Petrol,automatic,rouge,3,Professional,,,100.0,,
6,FIAT,     TIPO 2 SW,16570,2020,56128,Diesel,mechanic,gris,12,Professional,,,,,
23,RENAULT,     KADJAR,16570,2019,119894,Diesel,automatic,gris,12,Professional,,,,,
46,CITROEN,     C3 (3E GENERATION),16570,2022,7655,Petrol,mechanic,grisartense,12,Professional,,,,,
13,FIAT,     TIPO 2,16520,2020,84824,Diesel,mechanic,gris,12,Professional,,,,,
46,CITROEN,     C4 PICASSO 2,16500,2018,106861,Diesel,mechanic,grisfonce,12,Professional,,,,,
33,BMW,     SERIE 3 F30,16500,2014,177666,Diesel,mechanic,marronclairmetal,3,Professional,,,85.0,,
26,FORD,     FIESTA 6,16480,2021,7262,Petrol,mechanic,blanc,12,Professional,,,,,
30,VOLKSWAGEN,     GOLF 7,16460,2018,103037,Diesel,automatic,noir,6,Professional,,,,,
2,RENAULT,     CLIO 4,16450,2020,33853,Petrol,mechanic,blanc,0,Professional,,,,,
60,MINI,      3 3P,16450,2018,91008,Diesel,mechanic,blanc,0,Professional,,,,,
60,TOYOTA,     AYGO 2,16440,2022,1,Petrol,mechanic,rougechilien,36,Professional,,,,,
30,CITROEN,     C3 (3E GENERATION),16410,2022,12257,Petrol,mechanic,noir,12,Professional,,,,,
60,PEUGEOT,     208,16380,2018,64065,Diesel,mechanic,rougerubis,12,Professional,,,,,
39,PEUGEOT,     208,16360,2020,11715,Petrol,mechanic,gris,12,Professional,,,,,
16,CITROEN,     C4 CACTUS,16360,2020,67397,Diesel,mechanic,noir,6,Professional,,,,,
17,RENAULT,     CLIO 5,16360,2021,18837,Petrol,mechanic,gris,12,Professional,,,,,
21,PEUGEOT,     508,16360,2019,159472,Diesel,mechanic,noirmetal,6,Professional,,,110.0,,
17,NISSAN,     MICRA 5,16340,2020,28946,Petrol,mechanic,blanc,12,Professional,,,,,
13,PEUGEOT,     PARTNER 2 FOURGON,16320,2018,26893,Electric,automatic,blancbanquise,12,Professional,yes,,,,
17,CITROEN,     C3 (3E GENERATION),16320,2019,15273,Petrol,mechanic,blanc,12,Professional,,,,,
60,SEAT,     IBIZA 5,16320,2019,75860,Diesel,mechanic,noir,6,Professional,,,,,
60,MAZDA,     MX5 (3E GENERATION),16290,2007,97377,Petrol,mechanic,rougemetal,6,Professional,,,118.0,,
60,RENAULT,     MEGANE 4,16290,2019,89161,Diesel,automatic,gris,12,Professional,,,,,
60,AUDI,     A4 (4E GENERATION) AVANT,16260,2014,95779,Diesel,automatic,grisfoncã©,12,Professional,,,,,
60,SKODA,     FABIA 3,16260,2021,5459,Petrol,mechanic,bleuracing,24,Professional,,,,,
33,PEUGEOT,     308 (2E GENERATION),16250,2016,95225,Petrol,automatic,gris,3,Professional,,,,,
17,RENAULT,     KANGOO 2 EXPRESS,16230,2017,85215,Diesel,mechanic,blanc,6,Professional,,,,,
53,MERCEDES,     CLASSE B 2,16230,2015,121163,Diesel,mechanic,noirmetal,12,Professional,,,80.0,,
52,PEUGEOT,     208,16230,2020,44994,Petrol,mechanic,blancbanquise,12,Professional,,,,,
19,FORD,     C-MAX 2,16220,2019,112041,Diesel,mechanic,blanc,12,Professional,,,,,
60,NISSAN,     MICRA 5,16220,2020,26991,Petrol,mechanic,orangeverni,6,Professional,,,86.0,,
4,TOYOTA,     AURIS 2,16220,2017,111676,Petrol-electric hybrid,automatic,noir,12,Professional,no,2.0,,202.0,
20,FIAT,     500 (2E GENERATION),16220,2022,12,Petrol,mechanic,colorismã©talcrossoverblack,0,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,16210,2018,96667,Diesel,mechanic,grisclairmetal,12,Professional,,,88.0,,
5,RENAULT,     MEGANE 4 ESTATE,16180,2017,130140,Diesel,automatic,noir,12,Professional,,,,,
3,SMART,     FORFOUR 2,16180,2020,9544,Electric,automatic,gris,12,Professional,yes,139.0,,,
60,MERCEDES,     CLASSE B 2,16180,2014,99986,Diesel,mechanic,blancopaque(vernisansreflet),6,Professional,,,80.0,,
25,PEUGEOT,     308 (2E GENERATION) SW,16110,2019,113087,Diesel,mechanic,gris,12,Professional,,,,,
18,FORD,     FIESTA 6,16110,2019,57739,Diesel,mechanic,blanc,6,Professional,,,,,
31,FIAT,     500 (2E GENERATION),16100,2017,41776,Petrol,automatic,bleu,3,Professional,,,,,
13,AUDI,     A1 SPORTBACK,16100,2013,110961,Diesel,mechanic,gris,3,Professional,,,,,
34,BMW,     X1 E84,16090,2014,128800,Diesel,mechanic,bleumetal,6,Professional,,,105.0,,
33,BMW,     SERIE 1 F20 5 PORTES,16090,2018,109628,Diesel,mechanic,noir,3,Professional,,,,,
60,VOLKSWAGEN,     GOLF 7,16080,2019,162487,Diesel,automatic,grisclair,8,Professional,,,,,
4,MINI,      3 5P,16080,2016,201250,Diesel,automatic,grismetal,6,Professional,,,125.0,,
16,HONDA,     JAZZ 3,16050,2018,72529,Petrol,automatic,gris,12,Professional,,,,,
21,FIAT,     TIPO 2 SW,16050,2018,44297,Diesel,mechanic,griscolosseo,12,Professional,,,,,
13,FIAT,     500 C,16010,2019,37827,Petrol,mechanic,gris,12,Professional,,,,,
6,PEUGEOT,     208,16000,2020,34794,Petrol,mechanic,darkblue,12,Professional,,,,,
60,PORSCHE,     PANAMERA 2,158180,2020,113,Petrol-electric hybrid,automatic,bleumarinemetal,6,Professional,yes,51.0,340.0,382.0,
23,PORSCHE,     911 TYPE 911 TARGA,157820,1990,201474,Petrol,mechanic,gris,6,Professional,,,,,
60,PORSCHE,     911 TYPE 992,157570,2020,53028,Petrol,automatic,vertmetal,12,Professional,,,331.0,,
26,FERRARI,     CALIFORNIA T,156490,2016,28566,Petrol,automatic,noirmetal,6,Professional,,,412.0,,
60,PORSCHE,     PANAMERA 2 SPORT TURISMO,155230,2020,1318,Petrol-electric hybrid,automatic,blancmetal,6,Professional,yes,51.0,340.0,,
60,BMW,     I8 ROADSTER,152200,2021,1344,Petrol-electric hybrid,automatic,grismetal,12,Professional,yes,52.0,275.0,353.0,33.0
40,SUZUKI,     SWIFT 4,15990,2018,48343,Petrol,mechanic,blanc,12,Professional,,,,,
33,PEUGEOT,     308 (2E GENERATION),15970,2015,95920,Diesel,mechanic,noir,8,Professional,,,,,
17,CITROEN,     C3 (3E GENERATION),15970,2018,38041,Petrol,mechanic,orange,6,Professional,,,,,
19,FIAT,     500 (2E GENERATION),15970,2020,58958,Petrol,mechanic,vert,12,Professional,,,,,
33,RENAULT,     MEGANE 4,15940,2020,53898,Diesel,mechanic,blanc,12,Professional,,,,,
24,DS,      3 CABRIOLET,15940,2019,72950,Petrol,mechanic,aluminiumtoitnoir,12,Professional,,,81.0,,
39,OPEL,     CORSA 6,15930,2021,35121,Petrol,mechanic,noir,0,Professional,,,,,
13,MINI,      2 CABRIOLET,15920,2013,113544,Diesel,automatic,noirmetal,12,Professional,,,82.0,,
60,FORD,     FIESTA 6,15910,2020,26522,Petrol,mechanic,gris,12,Professional,,,,,
2,CITROEN,     C3 (3E GENERATION),15910,2018,37889,Diesel,mechanic,gris,6,Professional,,,,,
51,CITROEN,     C4 PICASSO 2,15910,2018,105722,Diesel,mechanic,grisfonce,12,Professional,,,,,
12,RENAULT,     MEGANE 4,15900,2019,41215,Diesel,mechanic,blanc,12,Professional,,,,,
8,VOLKSWAGEN,     TOUAREG,15880,2009,171720,Diesel,automatic,noir,6,Professional,,,,,
4,CITROEN,     C4 (2E GENERATION),15880,2018,72710,Diesel,automatic,grisplatinium,12,Professional,,,,,
17,DACIA,     DUSTER,15880,2017,65339,Diesel,mechanic,noir,12,Professional,,,,,
13,RENAULT,     MEGANE 4,15860,2019,91394,Diesel,mechanic,blanc,12,Professional,,,,,
55,RENAULT,     CAPTUR,15860,2018,75831,Diesel,mechanic,grisclairmetal,12,Professional,,,66.0,,
44,LAND ROVER,     FREELANDER 2,15840,2012,195976,Diesel,mechanic,blanc,6,Professional,,,,,
60,DACIA,     SANDERO 2 STEPWAY,15840,2020,31238,Diesel,mechanic,marron,0,Professional,,,,,
21,NISSAN,     JUKE,15840,2016,71576,Petrol,mechanic,rougemagnã©tique,12,Professional,,,,,
60,MERCEDES,     CLASSE A 3,15830,2015,105495,Diesel,mechanic,gris,12,Professional,,,,,
11,CITROEN,     C3 (3E GENERATION),15820,2019,50588,Diesel,mechanic,blancbanquise,12,Professional,,,,,
40,ALFA,     ROMEO GIULIETTA 3,15790,2018,97603,Diesel,mechanic,rouge,12,Professional,,,,,
5,SEAT,     ARONA,15780,2019,48281,Petrol,mechanic,noir,12,Professional,,,,,
4,CITROEN,     C4 PICASSO 2,15780,2018,144950,Diesel,automatic,blanc,12,Professional,,,,,
21,CITROEN,     C4 CACTUS,15780,2018,101574,Diesel,mechanic,blancbanquise,12,Professional,,,,,
13,AUDI,     A1,15730,2017,127114,Diesel,mechanic,noir,6,Professional,,,,,
34,NISSAN,     QASHQAI 2,15720,2018,160568,Petrol,mechanic,gris,0,Professional,,,,,
15,VOLKSWAGEN,     GOLF 7,15720,2017,99750,Diesel,automatic,blanc,0,Professional,,,,,
5,FIAT,     500 (2E GENERATION),15710,2022,17424,Petrol,mechanic,colorismã©talelectroclashgrey,12,Professional,,,,,
2,PEUGEOT,     208,15710,2020,28122,Petrol,mechanic,rougeelixir,12,Professional,,,,,
60,VOLKSWAGEN,     POLO 5,15710,2018,80757,Petrol,mechanic,blancpur,12,Professional,,,,,
60,ALFA,     ROMEO GIULIETTA 3,15690,2017,67322,Petrol,automatic,noir,0,Professional,,,,,
60,VOLKSWAGEN,     GOLF 6 CABRIOLET,15660,2015,81637,Diesel,mechanic,noir,12,Professional,,,,,
44,RENAULT,     CAPTUR,15640,2019,57626,Petrol,mechanic,bleuocean,12,Professional,,,,,
39,MINI,     COUNTRYMAN,15620,2012,96768,Petrol,mechanic,blancmetal,12,Professional,,,135.0,,
60,RENAULT,     SCENIC 3,15610,2016,124505,Diesel,mechanic,beige,12,Professional,,,,,
8,DACIA,     DUSTER,15610,2014,87904,Diesel,mechanic,blanc,12,Professional,,,,,
57,VOLKSWAGEN,     POLO 5,15610,2017,27723,Petrol,automatic,blanc,0,Professional,,,,,
